i,j,score,accepted,guard_dropped
1650,3907,0.9966903738660419,True,False
1650,5307,0.9939029047180966,True,False
1651,3167,0.9939029047180966,True,False
1651,4749,0.9976962095979076,True,False
1652,2767,0.9931519312245213,True,False
1652,7369,0.9974112369640995,True,False
1655,2976,0.9908484813446168,True,False
1655,7478,0.9987516343887362,True,False
1657,3339,0.9987516343887362,True,False
1658,4484,0.9873485260609695,True,False
1662,2674,0.9987516343887362,True,False
1664,2102,0.9987516343887362,True,False
1664,2545,0.9987516343887362,True,False
1664,6374,0.9987516343887362,True,False
1666,6276,0.9975340164615294,True,False
1667,3624,0.9966903738660419,True,False
1670,4898,0.9978209634883989,True,False
1671,4788,0.9869952477161212,True,False
1673,1727,0.9950648084917336,True,False
1674,5315,0.8318839232237752,True,False
1675,4313,0.9966903738660419,True,False
1677,2974,0.9934753990350542,True,False
1678,4147,0.9966903738660419,True,False
1680,4675,0.9975340164615294,True,False
1681,4707,0.9934753990350542,True,False
1682,4714,0.9956300099634801,True,False
1685,4526,0.9981382614011772,True,False
1686,2294,0.9987516343887362,True,False
1687,6677,0.9966903738660419,True,False
1688,4493,0.9966903738660419,True,False
1689,5827,0.9987516343887362,True,False
1690,3403,0.9980660562935224,True,False
1692,7264,0.9966903738660419,True,False
1698,3646,0.845068554434827,True,False
1698,5086,0.9983884245508575,True,False
1698,5994,0.9957300078086366,True,False
1699,3698,0.9966903738660419,True,False
1700,3281,0.9987516343887362,True,False
1704,2233,0.9939029047180966,True,False
1705,5422,0.9966903738660419,True,False
1707,4797,0.995400680151444,True,False
1707,5940,0.9987516343887362,True,False
1708,2947,0.9983505803534152,True,False
1709,4324,0.9984686580491425,True,False
1710,5125,0.9939029047180966,True,False
1711,4334,0.9987516343887362,True,False
1713,3506,0.9981382614011772,True,False
1717,1813,0.812482842865252,True,False
1721,4278,0.9975340164615294,True,False
1722,2769,0.9966903738660419,True,False
1722,3580,0.9987516343887362,True,False
1722,6439,0.9987516343887362,True,False
1724,6993,0.9934753990350542,True,False
1729,3132,0.9987516343887362,True,False
1729,4846,0.9975340164615294,True,False
1729,5145,0.9987516343887362,True,False
1730,7374,0.9987516343887362,True,False
1731,5051,0.9975340164615294,True,False
1732,4089,0.9966903738660419,True,False
1734,5357,0.9983884245508575,True,False
1735,5023,0.9934753990350542,True,False
1736,4204,0.9966903738660419,True,False
1736,4680,0.9966903738660419,True,False
1739,2789,0.9928989241848947,True,False
1739,4399,0.9966903738660419,True,False
1741,4970,0.9970051010599466,True,False
1741,6943,0.9987516343887362,True,False
1742,6691,0.9987516343887362,True,False
1743,2958,0.9966903738660419,True,False
1743,6233,0.9975340164615294,True,False
1743,6373,0.9987516343887362,True,False
1745,2198,0.9987516343887362,True,False
1747,5728,0.9983039944199337,True,False
1749,3536,0.9987516343887362,True,False
1752,3491,0.9983505803534152,True,False
1753,5390,0.9987516343887362,True,False
1754,3391,0.9948944964858136,True,False
1755,6607,0.8288667144097164,True,False
1755,7342,0.9980660562935224,True,False
1755,7491,0.9987516343887362,True,False
1756,2062,0.9985050225223147,True,False
1756,6199,0.9926957433296217,True,False
1756,6862,0.9987516343887362,True,False
1757,2118,0.9953097333751223,True,False
1759,2519,0.9987516343887362,True,False
1761,4562,0.9966903738660419,True,False
1764,4184,0.9951999406776808,True,False
1765,5448,0.9966903738660419,True,False
1767,4229,0.9987516343887362,True,False
1768,6379,0.996535470187147,True,False
1770,5616,0.9939029047180966,True,False
1773,7435,0.9966903738660419,True,False
1774,1994,0.9966903738660419,True,False
1775,4290,0.9987516343887362,True,False
1777,2192,0.9873485260609695,True,False
1777,6201,0.9983505803534152,True,False
1778,3647,0.9972048444955496,True,False
1780,2135,0.9970051010599466,True,False
1782,4568,0.9946380086980074,True,False
1782,6414,0.9983505803534152,True,False
1783,4078,0.9951345565222027,True,False
1783,5115,0.9951345565222027,True,False
1785,2203,0.9956300099634801,True,False
1785,3622,0.9956300099634801,True,False
1786,6333,0.9987516343887362,True,False
1787,6311,0.9973151677640237,True,False
1787,6913,0.9966903738660419,True,False
1788,6404,0.9987516343887362,True,False
1789,6737,0.9983884245508575,True,False
1791,5659,0.9939029047180966,True,False
1791,6273,0.9966903738660419,True,False
1792,4963,0.9953097333751223,True,False
1794,6174,0.9987516343887362,True,False
1795,2428,0.9987516343887362,True,False
1797,2172,0.9983884245508575,True,False
1797,5790,0.9983884245508575,True,False
1798,6563,0.9966903738660419,True,False
1799,7177,0.9976962095979076,True,False
1803,1930,0.8113756980109436,True,False
1804,2869,0.9958128395225163,True,False
1805,3057,0.845068554434827,True,False
1805,3388,0.993378114750277,True,False
1806,2331,0.9966903738660419,True,False
1807,3554,0.9987516343887362,True,False
1808,4506,0.9987516343887362,True,False
1809,1908,0.9966903738660419,True,False
1809,3113,0.9956300099634801,True,False
1809,4336,0.9956300099634801,True,False
1811,5542,0.9953097333751223,True,False
1811,5834,0.9983884245508575,True,False
1812,7159,0.9953518047315162,True,False
1813,5519,0.9976962095979076,True,False
1814,6136,0.9983039944199337,True,False
1815,2450,0.9987516343887362,True,False
1816,3212,0.9955425575166709,True,False
1819,7427,0.996535470187147,True,False
1820,6262,0.9948785963092984,True,False
1821,7197,0.9987516343887362,True,False
1823,2256,0.9987516343887362,True,False
1823,7370,0.9953097333751223,True,False
1825,5763,0.9975340164615294,True,False
1827,6542,0.9987516343887362,True,False
1828,2444,0.9931519312245213,True,False
1829,4888,0.9987516343887362,True,False
1830,4186,0.9983039944199337,True,False
1833,5358,0.9959420546467269,True,False
1834,2573,0.9953518047315162,True,False
1834,5137,0.9982452686441156,True,False
1834,7160,0.9987516343887362,True,False
1835,6783,0.9978563561645535,True,False
1837,2548,0.9987516343887362,True,False
1838,3599,0.994492508780831,True,False
1838,3976,0.9957300078086366,True,False
1839,3139,0.9966903738660419,True,False
1839,5427,0.9966903738660419,True,False
1840,7383,0.9966903738660419,True,False
1841,7105,0.9934753990350542,True,False
1842,6061,0.9987516343887362,True,False
1843,5352,0.9939029047180966,True,False
1844,4422,0.7608523455497855,True,False
1845,6977,0.9970051010599466,True,False
1846,4293,0.9966903738660419,True,False
1847,4682,0.9974686442784303,True,False
1848,3550,0.995506930508393,True,False
1848,3658,0.9983039944199337,True,False
1848,3822,0.9987516343887362,True,False
1851,4085,0.9953097333751223,True,False
1854,3344,0.9966903738660419,True,False
1854,6544,0.9918777317903867,True,False
1854,6910,0.9918777317903867,True,False
1856,5800,0.9950648084917336,True,False
1857,2930,0.9987516343887362,True,False
1858,2175,0.9975340164615294,True,False
1859,4710,0.9987516343887362,True,False
1861,5621,0.8073325769881146,True,False
1865,4565,0.9981382614011772,True,False
1868,4600,0.9958128395225163,True,False
1869,2566,0.9951999406776808,True,False
1872,3786,0.9976962095979076,True,False
1873,2953,0.7856710472636681,True,False
1875,2588,0.9987516343887362,True,False
1875,5322,0.9946380086980074,True,False
1876,5849,0.9953097333751223,True,False
1877,2054,0.9987516343887362,True,False
1877,5295,0.9987516343887362,True,False
1880,7239,0.9966903738660419,True,False
1881,4730,0.9982452686441156,True,False
1882,2906,0.9979749008420777,True,False
1882,2964,0.9956300099634801,True,False
1883,4634,0.9983039944199337,True,False
1884,3395,0.9926084766360521,True,False
1885,2483,0.9987516343887362,True,False
1887,5696,0.7894108754335522,True,False
1889,2478,0.9966903738660419,True,False
1889,4764,0.9966903738660419,True,False
1890,4325,0.9951999406776808,True,False
1890,4947,0.9987516343887362,True,False
1894,4319,0.9959420546467269,True,False
1895,3673,0.9966903738660419,True,False
1895,4131,0.9966903738660419,True,False
1895,4183,0.9966903738660419,True,False
1897,2622,0.9972048444955496,True,False
1898,2800,0.9987516343887362,True,False
1899,4968,0.9955425575166709,True,False
1901,2290,0.9987516343887362,True,False
1901,7313,0.9956300099634801,True,False
1902,4112,0.9979749008420777,True,False
1903,4575,0.9987516343887362,True,False
1904,3743,0.9987516343887362,True,False
1906,5163,0.9984197686403924,True,False
1908,3113,0.9956300099634801,True,False
1908,4336,0.9956300099634801,True,False
1909,6927,0.9987516343887362,True,False
1910,3001,0.9876356745221663,True,False
1913,7034,0.9956300099634801,True,False
1914,5700,0.9987516343887362,True,False
1915,4082,0.7690994519390465,True,False
1917,4333,0.9951999406776808,True,False
1918,1997,0.9983505803534152,True,False
1920,6777,0.9931519312245213,True,False
1921,4489,0.9966903738660419,True,False
1923,5715,0.9987516343887362,True,False
1923,6711,0.9873485260609695,True,False
1924,2899,0.9983884245508575,True,False
1925,2410,0.9978209634883989,True,False
1925,5292,0.9978209634883989,True,False
1926,2225,0.9878736124411658,True,False
1927,2924,0.9987516343887362,True,False
1928,3304,0.9950648084917336,True,False
1929,5207,0.9987516343887362,True,False
1933,4320,0.9975340164615294,True,False
1933,5641,0.9975340164615294,True,False
1933,7268,0.9934753990350542,True,False
1934,2898,0.9987516343887362,True,False
1935,4283,0.9978209634883989,True,False
1936,4873,0.9953097333751223,True,False
1937,2274,0.9987516343887362,True,False
1938,3948,0.9987516343887362,True,False
1938,5408,0.9976962095979076,True,False
1939,2574,0.9987516343887362,True,False
1939,5148,0.9987516343887362,True,False
1940,4275,0.7504356081435468,True,False
1941,5365,0.9953518047315162,True,False
1941,5768,0.9966903738660419,True,False
1941,7225,0.9939029047180966,True,False
1942,6994,0.9983884245508575,True,False
1945,4718,0.9987516343887362,True,False
1946,4307,0.9987516343887362,True,False
1949,5197,0.9984197686403924,True,False
1950,5371,0.9983039944199337,True,False
1950,5796,0.9987516343887362,True,False
1950,6395,0.9973151677640237,True,False
1953,4786,0.9987516343887362,True,False
1954,5168,0.9966903738660419,True,False
1955,5456,0.9966903738660419,True,False
1956,3503,0.9966903738660419,True,False
1956,6656,0.9987516343887362,True,False
1958,5580,0.9966903738660419,True,False
1959,6864,0.9948944964858136,True,False
1960,4364,0.9987516343887362,True,False
1960,6592,0.9873485260609695,True,False
1961,2261,0.9987516343887362,True,False
1961,6446,0.7998720689852635,True,False
1962,3094,0.9983505803534152,True,False
1963,2644,0.9987516343887362,True,False
1963,4519,0.9975340164615294,True,False
1964,3576,0.9987516343887362,True,False
1965,4149,0.9939029047180966,True,False
1967,5780,0.9966903738660419,True,False
1969,2245,0.9882449387453355,True,False
1969,4989,0.9987516343887362,True,False
1970,3679,0.9979749008420777,True,False
1972,7161,0.9946380086980074,True,False
1974,5879,0.9987516343887362,True,False
1975,3695,0.9987516343887362,True,False
1975,4095,0.9987516343887362,True,False
1975,6092,0.9939029047180966,True,False
1976,2859,0.9955425575166709,True,False
1976,4746,0.9882449387453355,True,False
1976,6807,0.9955425575166709,True,False
1977,2631,0.9928989241848947,True,False
1979,3597,0.9956300099634801,True,False
1980,5850,0.9846942480297858,True,False
1980,7119,0.9878736124411658,True,False
1982,2542,0.9878736124411658,True,False
1983,4537,0.9908484813446168,True,False
1984,6773,0.9966903738660419,True,False
1990,4265,0.9987516343887362,True,False
1991,2034,0.9987516343887362,True,False
1995,3146,0.9983884245508575,True,False
1998,5904,0.9953097333751223,True,False
2001,5338,0.9987516343887362,True,False
2002,2304,0.9958128395225163,True,False
2002,6232,0.9898186230840336,True,False
2002,6306,0.9958128395225163,True,False
2003,6158,0.9981689989681672,True,False
2005,6769,0.9987516343887362,True,False
2008,5489,0.9983505803534152,True,False
2013,4216,0.845068554434827,True,False
2014,2313,0.9966903738660419,True,False
2015,3125,0.9984461500974169,True,False
2016,4395,0.9966903738660419,True,False
2016,6256,0.9928989241848947,True,False
2017,7021,0.9987516343887362,True,False
2018,4274,0.9987516343887362,True,False
2019,3325,0.9987516343887362,True,False
2021,5396,0.9966903738660419,True,False
2021,6908,0.9966903738660419,True,False
2022,3951,0.9950648084917336,True,False
2022,6432,0.9987516343887362,True,False
2022,6941,0.9987516343887362,True,False
2024,3794,0.9966903738660419,True,False
2024,6005,0.9939029047180966,True,False
2024,7074,0.9966903738660419,True,False
2025,2858,0.8256011655645904,True,False
2026,2126,0.9943252407018788,True,False
2028,5870,0.9987516343887362,True,False
2029,3271,0.845068554434827,True,False
2030,3268,0.996535470187147,True,False
2030,5296,0.9987516343887362,True,False
2032,2050,0.9966903738660419,True,False
2035,4341,0.9983884245508575,True,False
2035,5397,0.9983884245508575,True,False
2035,7271,0.9957300078086366,True,False
2036,4259,0.9987516343887362,True,False
2038,6450,0.9951999406776808,True,False
2039,6543,0.8424928871536954,True,False
2045,4029,0.9953097333751223,True,False
2045,4911,0.9876356745221663,True,False
2046,3991,0.9984461500974169,True,False
2047,6237,0.9976962095979076,True,False
2048,5153,0.9987516343887362,True,False
2049,5925,0.9966903738660419,True,False
2051,3255,0.9987516343887362,True,False
2053,3790,0.9987516343887362,True,False
2054,5295,0.9987516343887362,True,False
2056,4189,0.9966903738660419,True,False
2056,4521,0.9966903738660419,True,False
2056,6389,0.9966903738660419,True,False
2058,3608,0.9942318844771555,True,False
2059,2920,0.9956300099634801,True,False
2060,3993,0.9987516343887362,True,False
2062,6199,0.9926957433296217,True,False
2062,6862,0.9985050225223147,True,False
2064,6819,0.9984461500974169,True,False
2065,6356,0.9987516343887362,True,False
2067,4907,0.9975340164615294,True,False
2068,3489,0.9946380086980074,True,False
2068,6160,0.9946380086980074,True,False
2069,2798,0.9976962095979076,True,False
2071,4895,0.995400680151444,True,False
2075,7088,0.9987516343887362,True,False
2076,6624,0.9987516343887362,True,False
2077,2626,0.9976962095979076,True,False
2077,2843,0.9987516343887362,True,False
2079,5769,0.9987516343887362,True,False
2079,6788,0.9987516343887362,True,False
2079,7201,0.9987516343887362,True,False
2080,5875,0.9983884245508575,True,False
2082,3394,0.9987516343887362,True,False
2084,6779,0.9987516343887362,True,False
2085,7323,0.9953097333751223,True,False
2088,5159,0.9987516343887362,True,False
2091,5648,0.9934753990350542,True,False
2092,4456,0.9966903738660419,True,False
2093,4735,0.9966903738660419,True,False
2095,5372,0.9987516343887362,True,False
2098,6935,0.9987516343887362,True,False
2102,2545,0.9987516343887362,True,False
2102,6374,0.9987516343887362,True,False
2103,6712,0.9987516343887362,True,False
2106,6412,0.9987516343887362,True,False
2109,5360,0.9966903738660419,True,False
2110,5640,0.9987516343887362,True,False
2110,6509,0.9966903738660419,True,False
2111,5312,0.9957300078086366,True,False
2113,2933,0.9966903738660419,True,False
2113,5350,0.9978209634883989,True,False
2113,5791,0.9987516343887362,True,False
2114,2669,0.8106427136166562,True,False
2114,7069,0.9987516343887362,True,False
2115,5000,0.995400680151444,True,False
2117,5524,0.9966903738660419,True,False
2120,5903,0.9987516343887362,True,False
2121,2639,0.9987516343887362,True,False
2122,5388,0.9987516343887362,True,False
2124,2824,0.9983884245508575,True,False
2124,4543,0.9987516343887362,True,False
2124,4558,0.9983884245508575,True,False
2127,2818,0.9953518047315162,True,False
2127,7489,0.9934753990350542,True,False
2128,5342,0.9987516343887362,True,False
2128,6257,0.9966903738660419,True,False
2130,3116,0.9966903738660419,True,False
2131,5693,0.9950648084917336,True,False
2136,2316,0.9983505803534152,True,False
2136,4552,0.9833451615993634,True,False
2138,5531,0.9983884245508575,True,False
2139,3619,0.9987516343887362,True,False
2140,3897,0.9934753990350542,True,False
2144,6117,0.9966903738660419,True,False
2145,3149,0.9976962095979076,True,False
2148,7066,0.9983884245508575,True,False
2150,5146,0.9987516343887362,True,False
2151,3884,0.9987516343887362,True,False
2152,4728,0.8918542628252016,True,False
2153,5067,0.9978209634883989,True,False
2155,4841,0.9966903738660419,True,False
2156,6697,0.9966903738660419,True,False
2157,3669,0.9976962095979076,True,False
2157,7165,0.9987516343887362,True,False
2158,2293,0.9987516343887362,True,False
2160,6196,0.9987516343887362,True,False
2161,3889,0.9987516343887362,True,False
2161,6085,0.9926084766360521,True,False
2162,6790,0.9934753990350542,True,False
2163,5723,0.9966903738660419,True,False
2164,3117,0.9987516343887362,True,False
2165,3958,0.7565722523815058,True,False
2165,4933,0.8318839232237752,True,False
2166,5501,0.9966903738660419,True,False
2168,5908,0.9966903738660419,True,False
2169,6685,0.9978209634883989,True,False
2170,2666,0.9979749008420777,True,False
2170,7011,0.8301943894591945,True,False
2171,6015,0.7778287984716142,True,False
2171,6947,0.8223057827215735,True,False
2172,5790,0.9987516343887362,True,False
2173,5946,0.9987516343887362,True,False
2174,2607,0.9987516343887362,True,False
2174,7097,0.9987516343887362,True,False
2177,7266,0.9975340164615294,True,False
2179,4528,0.9943252407018788,True,False
2180,6653,0.9939029047180966,True,False
2181,4843,0.9966903738660419,True,False
2183,5470,0.9966903738660419,True,False
2185,3138,0.9966903738660419,True,False
2186,5666,0.995400680151444,True,False
2188,7310,0.9966903738660419,True,False
2190,6536,0.9976962095979076,True,False
2192,6201,0.9833451615993634,True,False
2193,5276,0.8318839232237752,True,False
2195,3710,0.9983884245508575,True,False
2200,6252,0.9983505803534152,True,False
2202,2572,0.9920828818225981,True,False
2202,7032,0.9920828818225981,True,False
2203,3622,0.9987516343887362,True,False
2205,6822,0.9987516343887362,True,False
2207,6001,0.9976962095979076,True,False
2208,6200,0.9987516343887362,True,False
2210,2697,0.9984197686403924,True,False
2211,2340,0.9987516343887362,True,False
2211,3030,0.9966903738660419,True,False
2211,7115,0.9987516343887362,True,False
2212,2243,0.9987516343887362,True,False
2212,5813,0.8952117826560634,True,False
2212,5987,0.9713455505521835,True,False
2213,4613,0.9987516343887362,True,False
2214,7044,0.9951999406776808,True,False
2216,6763,0.9878736124411658,True,False
2217,4010,0.9987516343887362,True,False
2218,2470,0.7709669631210463,True,False
2219,3594,0.996535470187147,True,False
2220,2655,0.9987516343887362,True,False
2220,3026,0.9987516343887362,True,False
2223,2311,0.9976962095979076,True,False
2227,6019,0.9966903738660419,True,False
2228,7286,0.9987516343887362,True,False
2229,6277,0.9983505803534152,True,False
2231,2344,0.9979749008420777,True,False
2231,7206,0.9979749008420777,True,False
2232,2911,0.9987516343887362,True,False
2236,5166,0.9987516343887362,True,False
2236,6661,0.9987516343887362,True,False
2237,2513,0.9966903738660419,True,False
2241,2436,0.9942318844771555,True,False
2241,3098,0.9978209634883989,True,False
2241,4945,0.9978209634883989,True,False
2243,5813,0.8952117826560634,True,False
2243,5987,0.9713455505521835,True,False
2245,4989,0.9882449387453355,True,False
2246,4247,0.9934753990350542,True,False
2247,6071,0.9966903738660419,True,False
2249,6922,0.9987516343887362,True,False
2250,4750,0.9939029047180966,True,False
2251,3385,0.9973151677640237,True,False
2251,3467,0.9983039944199337,True,False
2251,7446,0.9983039944199337,True,False
2252,2627,0.9987516343887362,True,False
2253,6555,0.9987516343887362,True,False
2254,6402,0.9981382614011772,True,False
2255,3656,0.8474468118784135,True,False
2256,7370,0.9953097333751223,True,False
2261,6446,0.7998720689852635,True,False
2262,3362,0.9939029047180966,True,False
2263,5786,0.9987516343887362,True,False
2265,4053,0.9950648084917336,True,False
2266,5359,0.9970051010599466,True,False
2267,6360,0.994492508780831,True,False
2268,4074,0.9987516343887362,True,False
2270,6931,0.9987516343887362,True,False
2272,4522,0.9983884245508575,True,False
2272,5425,0.9976962095979076,True,False
2275,3862,0.9966903738660419,True,False
2275,4248,0.9978563561645535,True,False
2276,6965,0.9987516343887362,True,False
2276,7085,0.9987516343887362,True,False
2277,5584,0.8318839232237752,True,False
2277,6358,0.8318839232237752,True,False
2279,4614,0.9987516343887362,True,False
2280,5803,0.9987516343887362,True,False
2281,2691,0.9934753990350542,True,False
2282,4482,0.9766521302079407,True,False
2282,4527,0.9943252407018788,True,False
2284,3445,0.9966903738660419,True,False
2288,4517,0.9508415943534891,True,False
2289,2917,0.9983505803534152,True,False
2289,4744,0.9956300099634801,True,False
2290,7313,0.9956300099634801,True,False
2291,3189,0.9987516343887362,True,False
2292,4734,0.9987516343887362,True,False
2295,3024,0.9966903738660419,True,False
2298,6088,0.9987516343887362,True,False
2299,3118,0.9987516343887362,True,False
2299,6716,0.9973151677640237,True,False
2301,2307,0.9987516343887362,True,False
2302,2510,0.9987516343887362,True,False
2302,5393,0.7862677569936422,True,False
2304,6232,0.9961431011748146,True,False
2304,6306,0.9987516343887362,True,False
2305,2787,0.9951999406776808,True,False
2305,7390,0.9987516343887362,True,False
2306,7367,0.9987516343887362,True,False
2308,5320,0.9966903738660419,True,False
2309,2509,0.9954772360045787,True,False
2314,4390,0.9987516343887362,True,False
2315,3114,0.9987516343887362,True,False
2315,3860,0.9975340164615294,True,False
2316,4552,0.9873485260609695,True,False
2317,3160,0.9966903738660419,True,False
2318,4610,0.9920828818225981,True,False
2320,3267,0.9939029047180966,True,False
2322,7321,0.9975340164615294,True,False
2323,3297,0.9956300099634801,True,False
2327,6087,0.992832605300056,True,False
2328,5138,0.9979749008420777,True,False
2332,5841,0.9966903738660419,True,False
2333,6906,0.9987516343887362,True,False
2335,3835,0.9987516343887362,True,False
2336,5392,0.9873485260609695,True,False
2338,2463,0.9987516343887362,True,False
2339,6478,0.9987516343887362,True,False
2340,3030,0.9966903738660419,True,False
2340,7115,0.9987516343887362,True,False
2341,2406,0.9987516343887362,True,False
2341,3329,0.9987516343887362,True,False
2343,3317,0.9976962095979076,True,False
2344,7206,0.9987516343887362,True,False
2345,4589,0.9975340164615294,True,False
2346,6888,0.9987516343887362,True,False
2347,4972,0.9987516343887362,True,False
2348,5302,0.9966903738660419,True,False
2351,3150,0.9987516343887362,True,False
2352,7226,0.9987516343887362,True,False
2354,2540,0.9976962095979076,True,False
2357,6003,0.9950648084917336,True,False
2361,4728,0.9876356745221663,True,False
2363,6159,0.9943252407018788,True,False
2365,2784,0.9973151677640237,True,False
2366,3859,0.9987516343887362,True,False
2367,5431,0.9983505803534152,True,False
2368,3357,0.9966903738660419,True,False
2368,5596,0.9966903738660419,True,False
2369,4365,0.9966903738660419,True,False
2369,7233,0.9926957433296217,True,False
2371,3442,0.9987516343887362,True,False
2373,4559,0.9979197595370883,True,False
2374,5783,0.9976962095979076,True,False
2376,2704,0.9955425575166709,True,False
2377,2978,0.9966903738660419,True,False
2379,2857,0.9987516343887362,True,False
2379,2991,0.9987516343887362,True,False
2382,7103,0.9983505803534152,True,False
2383,2481,0.9987516343887362,True,False
2384,7181,0.995506930508393,True,False
2386,2388,0.9953097333751223,True,False
2387,3779,0.9926084766360521,True,False
2390,4510,0.9933031569260068,True,False
2390,6859,0.9966903738660419,True,False
2393,3613,0.9987516343887362,True,False
2393,7059,0.9987516343887362,True,False
2394,5085,0.9939029047180966,True,False
2395,5016,0.9966903738660419,True,False
2396,5394,0.9987516343887362,True,False
2397,5204,0.9987516343887362,True,False
2397,5721,0.9984197686403924,True,False
2398,3115,0.9987516343887362,True,False
2398,3144,0.9957300078086366,True,False
2399,4505,0.9972048444955496,True,False
2400,7482,0.9987516343887362,True,False
2401,2677,0.9966903738660419,True,False
2402,4172,0.9966903738660419,True,False
2404,5856,0.9987516343887362,True,False
2406,3329,0.9987516343887362,True,False
2407,2760,0.9978563561645535,True,False
2410,5292,0.9987516343887362,True,False
2411,3314,0.9966903738660419,True,False
2412,2864,0.9762369269854069,True,False
2412,3434,0.9939029047180966,True,False
2412,3586,0.9939029047180966,True,False
2413,7045,0.9987516343887362,True,False
2414,2946,0.9983505803534152,True,False
2414,3333,0.9987516343887362,True,False
2415,4129,0.9987516343887362,True,False
2416,7228,0.9953097333751223,True,False
2418,4677,0.9973151677640237,True,False
2418,6704,0.9973151677640237,True,False
2422,5510,0.7995987297011772,True,False
2423,3894,0.9975340164615294,True,False
2423,5859,0.9987516343887362,True,False
2424,3604,0.9966903738660419,True,False
2425,6025,0.9983505803534152,True,False
2425,7429,0.9983505803534152,True,False
2426,3497,0.9987516343887362,True,False
2434,3559,0.9966903738660419,True,False
2434,5216,0.9978209634883989,True,False
2436,3098,0.9966903738660419,True,False
2436,4945,0.9966903738660419,True,False
2439,4821,0.9980660562935224,True,False
2440,5003,0.9987516343887362,True,False
2441,4495,0.9848301639485886,True,False
2442,3198,0.8474468118784135,True,False
2445,4161,0.9966903738660419,True,False
2448,6446,0.9974112369640995,True,False
2449,4138,0.9987516343887362,True,False
2451,5192,0.9946380086980074,True,False
2453,6622,0.9987516343887362,True,False
2455,6969,0.9987516343887362,True,False
2457,3562,0.9966903738660419,True,False
2464,2649,0.9987516343887362,True,False
2465,7005,0.9987516343887362,True,False
2466,5176,0.9966903738660419,True,False
2467,2602,0.9987516343887362,True,False
2468,4427,0.9966903738660419,True,False
2470,2683,0.9869952477161212,True,False
2472,2897,0.9987516343887362,True,False
2473,4515,0.9976962095979076,True,False
2474,3060,0.9987516343887362,True,False
2477,4520,0.9966903738660419,True,False
2478,4764,0.9987516343887362,True,False
2479,6620,0.9987516343887362,True,False
2480,3081,0.9987516343887362,True,False
2480,4062,0.9987516343887362,True,False
2482,7375,0.996038179800274,True,False
2485,3990,0.9920828818225981,True,False
2487,6474,0.9983884245508575,True,False
2489,4237,0.9966903738660419,True,False
2493,6242,0.9987516343887362,True,False
2494,6559,0.9987516343887362,True,False
2494,7205,0.9966903738660419,True,False
2494,7413,0.9987516343887362,True,False
2498,6116,0.9984686580491425,True,False
2501,6792,0.9882449387453355,True,False
2502,3572,0.9983039944199337,True,False
2503,7071,0.9987516343887362,True,False
2504,6153,0.9974686442784303,True,False
2506,7253,0.9987516343887362,True,False
2507,4952,0.9987516343887362,True,False
2508,3020,0.9946380086980074,True,False
2508,4955,0.9946380086980074,True,False
2510,5393,0.7862677569936422,True,False
2511,3734,0.9987516343887362,True,False
2511,5784,0.9983039944199337,True,False
2514,7065,0.9873485260609695,True,False
2516,5087,0.8288667144097164,True,False
2516,5313,0.9934753990350542,True,False
2516,5844,0.9983505803534152,True,False
2518,6050,0.9873485260609695,True,False
2521,3867,0.9966903738660419,True,False
2525,6027,0.9951999406776808,True,False
2527,5248,0.9942318844771555,True,False
2528,5171,0.9987516343887362,True,False
2529,3540,0.9983884245508575,True,False
2534,5283,0.9987516343887362,True,False
2534,6269,0.995400680151444,True,False
2537,6114,0.9973151677640237,True,False
2537,7398,0.9973151677640237,True,False
2538,7033,0.9966903738660419,True,False
2543,2698,0.9966903738660419,True,False
2545,6374,0.9987516343887362,True,False
2549,4337,0.9987516343887362,True,False
2549,6958,0.9987516343887362,True,False
2550,5055,0.9987516343887362,True,False
2550,5083,0.9975340164615294,True,False
2553,4673,0.8288667144097164,True,False
2555,7048,0.9966903738660419,True,False
2556,4612,0.9987516343887362,True,False
2557,3856,0.9966903738660419,True,False
2558,3275,0.9979749008420777,True,False
2563,2732,0.9953518047315162,True,False
2563,7096,0.9966903738660419,True,False
2565,3778,0.9987516343887362,True,False
2565,3849,0.9966903738660419,True,False
2567,6905,0.9983884245508575,True,False
2569,4448,0.9966903738660419,True,False
2572,7032,0.9987516343887362,True,False
2573,5137,0.9966903738660419,True,False
2573,7160,0.9953518047315162,True,False
2574,5148,0.9987516343887362,True,False
2576,3164,0.9958128395225163,True,False
2577,3099,0.9987516343887362,True,False
2577,3374,0.9908484813446168,True,False
2579,4877,0.9939029047180966,True,False
2580,4398,0.9966903738660419,True,False
2582,2832,0.9979749008420777,True,False
2583,3359,0.9966903738660419,True,False
2584,6342,0.9950692194805554,True,False
2585,3896,0.9987516343887362,True,False
2588,5322,0.9946380086980074,True,False
2589,5070,0.9987516343887362,True,False
2592,4035,0.9966903738660419,True,False
2592,5741,0.995150381172694,True,False
2593,3172,0.992832605300056,True,False
2595,3757,0.9987516343887362,True,False
2597,4919,0.9954772360045787,True,False
2597,5462,0.9954772360045787,True,False
2599,4033,0.9987516343887362,True,False
2599,6847,0.9972048444955496,True,False
2601,6639,0.9966903738660419,True,False
2603,4703,0.9983039944199337,True,False
2604,6255,0.9987516343887362,True,False
2607,7097,0.9987516343887362,True,False
2608,3511,0.9976962095979076,True,False
2609,2786,0.995506930508393,True,False
2610,6075,0.9987516343887362,True,False
2613,4435,0.9987516343887362,True,False
2616,4770,0.9987516343887362,True,False
