loan_id,credit_score,debt_to_income_ratio,loan_to_value_ratio,missed_payments_12m,days_past_due,repayment_status,default_flag,risk_band,expected_loss_amount
LOAN004912,623.0,0.786,0.92,1,21,Current,0,Medium,625968.91
LOAN004913,731.0,0.24,0.596,0,0,Current,0,Low,2256.28
LOAN004914,607.0,0.656,0.536,1,15,Current,0,Medium,116544.98
LOAN004915,592.0,0.674,0.64,5,55,Current,0,High,186512.88
LOAN004916,684.0,0.349,,0,0,Current,0,Low,3948.73
LOAN004917,632.0,0.539,0.607,2,46,Paid Off,0,Medium,17575.61
LOAN004918,689.0,0.491,0.642,0,0,Current,0,Low,54639.44
LOAN004919,673.0,0.746,0.579,3,27,Current,0,Medium,191827.76
LOAN004920,650.0,0.48,,0,0,Current,0,Low,4487.91
LOAN004921,686.0,0.774,0.614,1,22,Current,0,Medium,11260.45
LOAN004922,615.0,0.797,0.606,2,40,Current,0,Medium,62360.38
LOAN004923,611.0,0.983,0.517,4,40,Current,0,High,737528.24
LOAN004924,685.0,0.422,0.929,0,0,Current,0,Low,3218.44
LOAN004925,691.0,0.246,0.765,0,0,Current,0,Low,2259.83
LOAN004926,761.0,0.207,,0,0,Current,0,Low,7961.06
LOAN004927,670.0,0.507,0.778,0,0,Current,0,Low,21251.2
LOAN004928,616.0,0.723,0.505,3,42,Current,0,Medium,172594.28
LOAN004929,667.0,0.48,0.838,0,0,Current,0,Low,25048.07
LOAN004930,700.0,0.446,0.542,0,0,Current,0,Low,12761.27
LOAN004931,652.0,0.905,,5,115,Late,0,High,146889.54
LOAN004932,697.0,0.841,0.735,1,9,Current,0,Medium,22181.83
LOAN004933,719.0,0.871,0.704,5,175,Written Off,1,High,304207.2
LOAN004934,663.0,0.708,0.511,9,171,Defaulted,1,high,120369.65
LOAN004935,622.0,0.306,,3,69,Restructured,0, Medium ,7787.53
LOAN004936,697.0,0.671,0.911,0,0,Current,0,Medium,217642.63
LOAN004937,639.0,0.845,0.685,5,180,Defaulted,1,High,664331.87
LOAN004938,700.0,0.449,0.596,0,0,Current,0,Low,26028.76
LOAN004939,690.0,0.868,0.544,4,180,Defaulted,1,High,100094.39
LOAN004940,666.0,0.526,,0,0,Current,0,Low,119264.17
LOAN004941,629.0,0.555,0.618,3,51, Current ,0,Medium,87679.09
LOAN004942,666.0,0.483,0.503,0,0,Current,0,Low,24916.78
LOAN004943,689.0,0.415,,0,0,Current,0,Low,37563.62
LOAN004944,629.0,0.788,0.887,4,96,Late,0,High,296055.57
LOAN004945,632.0,0.774,0.619,3,75,Late,0,Medium,43861.99
LOAN004946,655.0,0.33,,0,0,Paid Off,0,Low,6310.14
LOAN004947,607.0,0.805,,2,30,Current,0,Medium,298894.26
LOAN004948,607.0,0.722,0.827,1,15,Current,0,Medium,287663.97
LOAN004949,679.0,0.565,0.58,3,134,Defaulted,1,Medium,6967.36
LOAN004950,720.0,0.724,0.664,3,63,Late,0,Medium,164756.72
LOAN004951,636.0,0.662,0.88,4,36,Current,0,Medium,34452.31
LOAN004952,567.0,0.568,,1,9,Current,0,Medium,26754.59
LOAN004953,719.0,1.048,0.541,8,180,Defaulted,1,High,178542.21
LOAN004954,710.0,0.257,,0,0,Current,0,Low,5493.58
LOAN004955,658.0,0.795,0.59,9,180,Defaulted,1,High,98034.69
LOAN004956,719.0,0.395,0.94,0,0,Current,0,Low,6646.73
LOAN004957,741.0,0.218,,0,0,Current,0,Low,4316.7
LOAN004958,664.0,0.693,,0,0,Current,0,Medium,33298.39
LOAN004959,711.0,0.455,0.553,0,0,Current,0,Low,50665.3
LOAN004960,660.0,0.248,0.659,4,159,Written Off,1,Medium,3465.7
LOAN004961,696.0,0.341,0.639,1,25,Current,0,Low,31351.93
LOAN004962,639.0,0.363,,1,25,Current,0,Medium,22246.72
LOAN004963,593.0,0.79,0.952,4,92,Late,0,High,232492.41
LOAN004964,734.0,0.579,0.717,0,0,Current,0,Low,39419.02
LOAN004965,621.0,0.667,0.624,3,45,Current,0,Medium,25955.93
LOAN004966,667.0,0.952,0.559,7,180,Defaulted,1,High,113598.75
LOAN004967,745.0,0.232,,0,0, Current ,0,Low,7963.15
LOAN004968,731.0,0.396,0.532,0,0,Current,0,Low,15282.06
LOAN004969,736.0,0.631,0.809,1,22,Current,0,Medium,245310.72
LOAN004970,690.0,0.715,0.63,0,0,Current,0,Medium,379690.22
LOAN004971,659.0,0.678,0.505,0,0,Current,0,Medium,83218.18
LOAN004972,715.0,0.193,,0,0,Current,0,Low,1620.75
LOAN004973,778.0,0.275,0.545,0,0,Current,0,Low,3306.37
LOAN004974,691.0,0.305,0.674,1,16,Current,0,Low,4700.17
LOAN004975,653.0,0.609,,0,0,Current,0,Medium,15816.51
LOAN004976,696.0,0.383,0.805,0,0,Current,0,Low,6458.15
LOAN004977,788.0,0.339,,0,0,Current,0,Low,16909.07
LOAN004978,745.0,0.367,,0,0, current ,0,Low,2174.38
LOAN004979,708.0,0.414,0.768,1,22,Current,0,Low,4191.3
LOAN004980,619.0,0.328,,9,180,Defaulted,1,High,14544.01
LOAN004981,655.0,1.008,0.8,4,80,Current,0,High,350898.91
LOAN004982,733.0,,0.525,0,0,Current,0,Low,10456.3
LOAN004983,702.0,0.745,0.749,2,28,Current,0,Medium,96399.68
LOAN004984,639.0,1.03,0.566,1,13,Current,0,Medium,1797014.94
LOAN004985,761.0,0.784,0.585,1,12,Current,0,Low,180200.93
LOAN004986,681.0,0.515,,0,0,Current,0,Low,6827.75
LOAN004987,672.0,0.533,0.528,1,15,Current,0,Medium,12858.66
LOAN004988,666.0,0.571,0.576,0,0,Paid Off,0,Low,9849.4
LOAN004989,668.0,0.426,0.95,0,0,Current,0,Low,5980.98
LOAN004990,626.0,0.316,,2,26,Current,0,Medium,15266.81
LOAN004991,656.0,0.638,,2,108,Defaulted,1,Medium,1319782.71
LOAN004992,711.0,0.476,,0,0, Current ,0,Low,8099.58
LOAN004993,664.0,0.311,,1,10,Paid Off,0,Low,1525.41
LOAN004994,654.0,0.738,0.792,2,16,Current,0,Medium,353483.0
LOAN004995,708.0,,0.732,0,0,Current,0,Low,2757.98
LOAN004996,732.0,0.23,0.52,0,0,Current,0,Low,4242.04
LOAN004997,718.0,0.342,0.829,0,0,Paid Off,0,Low,68818.45
LOAN004998,619.0,0.836,0.505,8,180,Written Off,1,High,347969.45
LOAN004999,720.0,0.563,0.575,0,0,Current,0,Low,39220.33
LOAN005000,671.0,1.085,0.796,6,180,Defaulted,1,High,233025.04
LOAN005001,641.0,0.799,0.792,4,32,Current,0,Medium,141798.4
LOAN005002,654.0,0.685,,0,0,Current,0,Medium,12431.09
LOAN005003,692.0,0.573,0.859,0,0,Current,0,Low,169607.0
LOAN005004,679.0,0.711,0.516,7,180,Defaulted,1,High,49471.05
LOAN005005,637.0,0.82,0.715,4,52,Current,0,High,361535.49
LOAN005006,685.0,0.592,0.83,0,0,Paid Off,0,Low,165905.06
LOAN005007,594.0,0.992,0.509,7,180,Defaulted,1,High,1086947.33
LOAN005008,,0.795,0.609,7,180,Defaulted,1,High,144560.1
LOAN005009,629.0,0.897,0.768,0,0,Current,0,Medium,382472.57
LOAN005010,664.0,0.617,0.722,0,0,Current,0,Medium,8559.15
LOAN005011,667.0,0.745,0.54,3,30,Current,0,Medium,112731.93
LOAN005012,720.0,0.13,,1,21,Current,0,Low,2329.0
LOAN005013,634.0,0.596,0.745,4,44,Current,0,Medium,54836.85
LOAN005014,658.0,0.453,,0,0,Current,0,Low,10370.44
LOAN005015,731.0,0.676,0.582,1,8,Paid Off,0,Low,105997.81
LOAN005016,741.0,0.504,0.862,0,0,Current,0,Low,279851.58
LOAN005017,699.0,0.391,,0,0,Current,0,Low,2530.76
LOAN005018,706.0,0.235,0.545,0,0,Current,0,Low,1012.69
LOAN005019,633.0,0.663,0.774,1,19,Current,0,Medium,191784.68
LOAN005020,624.0,1.128,0.63,1,22,Paid Off,0,Medium,785534.1
LOAN005021,704.0,0.834,0.682,4,92,Current,0,Medium,234835.78
LOAN005022,725.0,0.406,0.789,1,18,Current,0,Low,7460.19
LOAN005023,635.0,0.857,0.869,3,27,Current,0,Medium,1373476.62
LOAN005024,664.0,0.445,0.875,0,0,Current,0,Low,43249.1
LOAN005025,733.0,0.191,,0,0,Current,0,Low,2497.83
LOAN005026,679.0,0.657,0.59,0,0,Current,0,Medium,11202.26
LOAN005027,689.0,0.316,,0,0,Current,0,Low,5475.47
LOAN005028,642.0,0.951,0.798,6,119,Defaulted,1,High,498545.88
LOAN005029,663.0,0.578,0.586,1,19,Current,0,Medium,9470.61
LOAN005030,635.0,0.406,0.507,9,180,Defaulted,1,High,130618.56
LOAN005031,623.0,0.804,0.785,3,106,Defaulted,1,High,566630.01
LOAN005032,763.0,0.234,0.667,1,23,Paid Off,0,Low,5364.12
LOAN005033,693.0,0.19,0.597,0,0,Current,0,Low,6448.31
LOAN005034,677.0,0.537,,0,0,Current,0,Low,41871.44
LOAN005035,660.0,0.466,0.506,0,0,Paid Off,0,Low,16063.59
LOAN005036,745.0,0.33,0.929,0,0,Current,0,Low,18230.68
LOAN005037,697.0,0.204,0.901,8,180,Defaulted,1,High,6613.74
LOAN005038,702.0,0.629,0.949,0,0,Current,0,Low,89290.21
LOAN005039,657.0,0.117,0.692,0,0,Current,0, Low ,2136.29
LOAN005040,645.0,0.864,0.722,1,12,Current,0,Medium,37553.55
LOAN005041,734.0,0.27,0.608,0,0,Current,0,Low,1255.34
LOAN005042,630.0,0.843,0.586,3,48,current,0, MEDIUM ,364721.75
LOAN005043,739.0,0.259,0.713,1,14,Current,0,Low,4645.95
LOAN005044,685.0,0.479,0.546,1,22,Current,0,Low,52156.64
LOAN005045,739.0,0.699,0.66,1,23,Current,0, Medium ,158042.6
LOAN005046,665.0,0.54,0.614,1,18,Current,0,Medium,7998.88
LOAN005047,660.0,0.246,0.605,0,0,Current,0,Low,1438.91
LOAN005048,628.0,0.978,0.831,2,36,Current,0,Medium,354523.97
LOAN005049,,0.588,0.52,1,11,Current,0,Medium,121293.89
LOAN005050,654.0,0.893,0.755,3,51,Paid Off,0,Medium,220392.64
LOAN005051,749.0,0.448,,0,0,Paid Off,0,Low,6546.44
LOAN005052,638.0,0.584,0.934,2,28,Current,0,Medium,63788.41
LOAN005053,674.0,0.608,,0,0,Current,0, low ,12315.09
LOAN005054,685.0,0.457,,0,0,Current,0,Low,9762.15
LOAN005055,745.0,0.437,,1,19,Current,0,Low,14383.43
LOAN005056,686.0,0.408,0.853,0,0,Current,0,Low,5909.48
LOAN005057,631.0,0.866,,6,180,Defaulted,1,High,770924.97
LOAN005058,784.0,0.299,0.84,0,0,Current,0,Low,5024.25
LOAN005059,730.0,0.721,0.784,2,32,Current,0,Medium,104989.74
LOAN005060,672.0,0.314,0.59,1,20,Current,0,Low,1434.52
LOAN005061,636.0,0.636,0.645,4,84,Restructured,0,Medium,16581.52
LOAN005062,634.0,0.427,0.705,1,23,Paid Off,0,Medium,69189.82
LOAN005063,760.0,0.19,,0,0,Current,0,Low,2577.23
LOAN005064,605.0,0.583,0.842,3,66,Late,0,Medium,501140.14
LOAN005065,780.0,0.407,0.716,0,0,Current,0,Low,40398.32
LOAN005066,679.0,0.429,0.721,0,0,Current,0,Low,50490.55
LOAN005067,646.0,0.461,,2,46,Current,0,Medium,54162.65
LOAN005068,645.0,0.506,0.742,2,34,Current,0,Medium,50225.96
LOAN005069,754.0,0.576,,0,0,Current,0,Low,14888.42
LOAN005070,717.0,0.453,0.776,0,0,Current,0,Low,19981.84
LOAN005071,667.0,0.692,0.604,0,0,Current,0,Medium,229128.99
LOAN005072,688.0,0.424,,0,0,Current,0,Low,4999.23
LOAN005073,703.0,0.591,,0,0,Current,0,Low,10534.05
LOAN005074,755.0,0.44,0.729,0,0,Current,0,Low,49832.0
LOAN005075,686.0,0.396,0.902,0,0,Paid Off,0,Low,4650.82
LOAN005076,636.0,0.309,,7,146,Defaulted,1,High,15196.54
LOAN005077,633.0,0.605,0.576,5,80,Late,0,High,256101.21
LOAN005078,706.0,0.669,0.541,0,0,Current,0,Low,55118.84
LOAN005079,721.0,0.292,,1,24,Current,0,Low,3956.66
LOAN005080,647.0,0.915,0.555,3,81,Written Off,1,Medium,203798.9
LOAN005081,674.0,0.578,,0,0,Current,0,LOW,4486.64
LOAN005082,605.0,1.081,0.637,2,22,Current,0,High,884337.18
LOAN005083,692.0,0.508,,0,0,Current,0,Low,6986.19
LOAN005084,714.0,0.42,0.744,0,0,Current,0,Low,22447.41
LOAN005085,683.0,0.694,0.703,2,36,Current,0,Medium,20403.71
LOAN005086,664.0,0.48,0.877,0,0,Current,0,Low,26218.4
LOAN005087,652.0,1.059,0.584,7,180,Defaulted,1,High,388995.71
LOAN005088,678.0,0.22,0.763,0,0,Current,0,Low,1709.4
LOAN005089,738.0,0.499,0.876,0,0,Current,0,Low,37168.49
LOAN005090,709.0,0.288,0.937,7,180,Defaulted,1,Medium,11346.85
LOAN005091,750.0,0.325,,1,17,Current,0,Low,6571.16
LOAN005092,721.0,0.392,,0,0,Current,0,Low,7478.24
LOAN005093,727.0,0.078,,0,0,Current,0,Low,2605.06
LOAN005094,643.0,0.366,0.681,3,69,Restructured,0,Medium,16512.62
LOAN005095,662.0,0.527,,0,0,Paid Off,0,Low,6111.52
LOAN005096,764.0,0.186,,0,0,Current,0,Low,2056.96
LOAN005097,677.0,0.683,0.666,0,0,Current,0,Medium,65841.54
LOAN005098,691.0,0.429,0.843,0,0,Current,0,Low,5583.34
LOAN005099,588.0,0.967,0.528,5,95,Restructured,0,High,977353.34
LOAN005100,637.0,0.747,0.565,2,22,Current,0,Medium,364098.34
LOAN005101,683.0,0.71,0.575,6,165,Defaulted,1,High,151476.6
LOAN005102,632.0,1.103,0.617,3,72,Restructured,0,High,965680.05
LOAN005103,655.0,0.825,,2,34,Current,0,Medium,20107.27
LOAN005104,589.0,0.398,0.703,3,60,Current,0,Medium,89184.87
LOAN005105,632.0,0.406,,5,125,Current,0,Medium,7779.49
LOAN005106,589.0,0.922,0.798,2,16,Current,0,High,308896.25
LOAN005107,700.0,0.471,,0,0, current ,0,Low,6822.92
LOAN005108,670.0,0.39,0.837,0,0,Current,0,Low,5619.39
LOAN005109,585.0,1.094,0.567,2,38,Current,0,High,486815.72
LOAN005110,732.0,0.469,0.58,1,23,Current,0,Low,1856.35
LOAN005111,606.0,1.35,0.54,4,180,Defaulted,1,High,510073.95
LOAN005112,659.0,,0.65,0,0,Current,0,Low,7320.06
LOAN005113,724.0,0.393,,0,0,Current,0,Low,6307.88
LOAN005114,679.0,0.68,0.529,0,0,Current,0,Medium,132339.03
LOAN005115,565.0,0.673,0.557,3,167,Defaulted,1,High,11006.96
LOAN005116,630.0,0.373,0.572,3,57,Current,0,Medium,17490.27
LOAN005117,748.0,0.151,0.836,0,0,Current,0,Low,6107.24
LOAN005118,681.0,0.31,,0,0,Paid Off,0,Low,14271.85
LOAN005119,668.0,0.425,0.561,1,15,Current,0,Low,39093.11
LOAN005120,608.0,1.096,0.642,5,137,Defaulted,1,High,606352.76
LOAN005121,713.0,0.094,,0,0,Current,0,Low,725.84
LOAN005122,709.0,0.694,0.53,8,180,Written Off,1,High,13582.37
LOAN005123,750.0,0.894,0.675,4,68,Restructured,0,Medium,249426.11
LOAN005124,717.0,0.107,,0,0,Paid Off,0,Low,2553.06
LOAN005125,664.0,0.313,,0,0,Current,0,Low,2601.97
LOAN005126,692.0,0.472,0.815,7,180,Defaulted,1,High,33307.54
LOAN005127,682.0,0.435,,0,0,Paid Off,0,Low,7325.08
LOAN005128,686.0,0.092,,1,16,Current,0,Low,2824.53
LOAN005129,688.0,0.349,,0,0,Current,0,Low,6330.21
LOAN005130,578.0,0.625,0.551,3,72,Restructured,0,Medium,71765.72
LOAN005131,611.0,0.838,0.727,1,22,Current,0,Medium,957142.88
LOAN005132,719.0,0.565,0.703,1,17,Current,0,Low,21700.19
LOAN005133,662.0,0.38,0.509,0,0,Current,0,Low,4396.23
LOAN005134,652.0,0.609,0.649,0,0,Current,0,Medium,47877.29
LOAN005135,669.0,0.385,0.592,0,0,Current,0,Low,3162.56
LOAN005136,582.0,0.548,0.753,1,13,Current,0,Medium,194151.91
LOAN005137,700.0,0.607,0.689,1,13,Current,0,Medium,7254.36
LOAN005138,688.0,0.255,,1,13,Current,0,Low,3555.28
LOAN005139,685.0,0.61,0.793,0,0,Current,0,Low,125153.07
LOAN005140,685.0,0.755,0.932,1,18,Current,0,Medium,208845.29
LOAN005141,633.0,0.878,0.57,4,80,Late,0,High,219266.95
LOAN005142,643.0,0.61,0.629,2,46,Current,0,Medium,77279.28
LOAN005143,673.0,0.299,,1,12, Current ,0,Low,6806.84
LOAN005144,666.0,0.287,,0,0,Current,0,Low,2032.32
LOAN005145,700.0,,,0,0,Current,0,Low,11596.29
LOAN005146,654.0,0.361,0.703,0,0,Current,0,Low,7023.68
LOAN005147,707.0,0.618,0.826,0,0,Current,0,Low,67922.93
LOAN005148,663.0,0.576,0.642,0,0,Current,0,Medium,124953.58
LOAN005149,703.0,,,0,0,Current,0,Low,7426.17
LOAN005150,752.0,0.309,0.925,0,0,Current,0,Low,2640.07
LOAN005151,743.0,0.253,0.726,0,0,Current,0,Low,1594.6
LOAN005152,660.0,0.686,0.9,8,138,Defaulted,1,High,69304.22
LOAN005153,767.0,0.192,0.596,0,0,Current,0,Low,1683.69
LOAN005154,619.0,0.267,,7,105,Restructured,0,High,5461.43
LOAN005155,649.0,0.742,0.66,2,152,Defaulted,1,medium,492087.19
LOAN005156,672.0,0.062,0.932,1,8,Current,0,Low,1780.29
LOAN005157,627.0,0.625,0.563,3,27,Current,0,Medium,60731.0
LOAN005158,643.0,0.882,0.785,6,114,Restructured,0,High,456071.13
LOAN005159,698.0,0.386,,0,0,Current,0,Low,4872.19
LOAN005160,684.0,0.691,0.523,0,0,Current,0,Medium,63152.8
LOAN005161,671.0,0.494,0.521,0,0,Current,0,Low,44615.2
LOAN005162,659.0,0.496,,0,0,Current,0,Low,100619.07
LOAN005163,678.0,0.202,,0,0,Current,0,Low,2394.67
LOAN005164,721.0,0.298,,0,0,Current,0,Low,7026.71
LOAN005165,622.0,0.823,0.781,0,0,Current,0,Medium,268708.39
LOAN005166,669.0,0.629,0.79,0,0,current,0,Medium,79949.37
LOAN005167,655.0,1.133,,5,70,Current,0,High,548873.63
LOAN005168,616.0,0.914,0.678,4,56,Current,0,High,816426.76
LOAN005169,697.0,0.576,0.615,0,0,Current,0,Low,31988.24
LOAN005170,634.0,0.291,0.526,0,0,Current,0,Low,4740.27
LOAN005171,720.0,0.615,0.528,0,0,Current,0,Low,66920.15
LOAN005172,657.0,0.629,0.571,7,180,Defaulted,1,High,27158.85
LOAN005173,684.0,0.508,0.575,0,0,Current,0,Low,36649.73
LOAN005174,679.0,0.46,0.576,0,0,Current,0,Low,9819.88
LOAN005175,673.0,0.597,0.687,0,0,CURRENT,0,Low,62927.36
LOAN005176,690.0,0.359,0.769,0,0, CURRENT ,0,Low,18785.9
LOAN005177,699.0,0.629,,0,0,Current,0,Low,21608.05
LOAN005178,644.0,0.704,0.857,6,161,Defaulted,1,High,326842.84
LOAN005179,709.0,0.427,,0,0,Current,0,Low,66006.76
LOAN005180,596.0,1.127,0.781,7,180,Defaulted,1,High,2597170.6
LOAN005181,643.0,1.08,0.627,8,180,Defaulted,1,High,607749.32
LOAN005182,703.0,0.606,0.744,1,23,Paid Off,0,Medium,23064.63
LOAN005183,587.0,0.493,,4,68,Late,0,Medium,53011.5
LOAN005184,733.0,0.17,,0,0,Current,0,Low,4862.5
LOAN005185,704.0,0.297,,0,0,Current,0,Low,9034.58
LOAN005186,688.0,0.603,,0,0,Current,0,Low,22813.32
LOAN005187,,0.309,,0,0,Current,0,Low,2919.71
LOAN005188,643.0,0.236,,0,0,Current,0,Low,2367.96
LOAN005189,690.0,0.406,0.742,1,14,Current,0,Low,15475.97
LOAN005190,662.0,0.772,0.58,0,0,Current,0,Medium,149583.08
LOAN005191,626.0,1.016,0.638,7,180,Defaulted,1,High,788959.2
LOAN005192,708.0,0.084,,0,0,Current,0,Low,1593.27
LOAN005193,663.0,1.104,0.723,6,72,Late,0,High,375539.3
LOAN005194,703.0,0.572,0.74,0,0,Paid Off,0,Low,78293.26
LOAN005195,672.0,0.267,,0,0,Paid Off,0, low ,1216.53
LOAN005196,663.0,1.043,0.693,4,68,Late,0,High,298834.7
LOAN005197,726.0,0.719,0.51,0,0,Current,0,Low,230890.03
LOAN005198,641.0,0.633,0.516,3,75,Restructured,0,Medium,158615.77
LOAN005199,720.0,0.588,0.676,0,0,Current,0,Low,15303.51
LOAN005200,668.0,1.068,0.505,0,0,Paid Off,0,Medium,205429.32
LOAN005201,627.0,1.169,0.774,5,120,Current,0,High,1456734.31
LOAN005202,689.0,0.808,0.571,1,11,Current,0,Medium,112481.06
LOAN005203,668.0,0.544,0.539,0,0,Current,0,Low,21629.33
LOAN005204,690.0,0.45,0.544,1,10,Current,0,Low,5489.22
LOAN005205,,0.476,,0,0,Current,0,Low,23058.35
LOAN005206,682.0,0.463,0.856,0,0,Current,0,Low,45867.39
LOAN005207,644.0,0.376,,0,0,Current,0,Low,15200.42
LOAN005208,678.0,0.583,0.73,0,0,Current,0,Low,50020.23
LOAN005209,606.0,,0.533,6,102,Defaulted,1,High,1329974.92
LOAN005210,694.0,0.473,,0,0,Paid Off,0,Low,2886.7
LOAN005211,693.0,0.46,,1,10,Current,0,Low,26449.57
LOAN005212,731.0,0.418,0.558,0,0,Current,0,Low,6673.69
LOAN005213,628.0,0.976,0.813,9,180,Written Off,1,High,416163.51
LOAN005214,743.0,0.202,0.779,0,0, CURRENT ,0,Low,2216.61
LOAN005215,681.0,0.316,,0,0,Current,0,Low,8291.42
LOAN005216,628.0,0.595,0.715,4,100,Restructured,0,Medium,129203.37
LOAN005217,698.0,0.542,,1,16,Current,0,Low,15603.52
LOAN005218,649.0,0.362,0.615,4,76,Late,0,Medium,62296.35
LOAN005219,703.0,0.291,0.656,1,10,Current,0,Low,5559.2
LOAN005220,612.0,0.689,0.594,3,54,Current,0,Medium,141579.47
LOAN005221,673.0,0.99,0.572,3,27,Current,0,Medium,415734.97
LOAN005222,672.0,0.271,,0,0,Current,0,Low,4896.48
LOAN005223,751.0,0.247,0.599,1,14,Current,0,Low,13001.24
LOAN005224,701.0,0.327,0.876,0,0,Current,0,Low,5754.36
LOAN005225,639.0,0.821,0.723,6,138,Defaulted,1,High,861895.33
LOAN005226,641.0,0.37,,0,0,Current,0,Low,15245.88
LOAN005227,646.0,1.348,,7,180,Defaulted,1,High,1937211.77
LOAN005228,693.0,0.317,,0,0,Current,0,Low,1531.91
LOAN005229,618.0,0.51,0.813,3,45,Current,0,Medium,39059.96
LOAN005230,588.0,0.797,0.774,6,171,Defaulted,1,High,194782.48
LOAN005231,639.0,0.558,0.709,5,75,Current,0,Medium,212249.31
LOAN005232,635.0,0.685,0.831,7,180,Written Off,1,High,245280.68
LOAN005233,738.0,0.23,0.503,0,0,Current,0,Low,41081.62
LOAN005234,704.0,0.686,0.516,0,0,Current,0,Low,52863.01
LOAN005235,666.0,0.584,0.832,0,0,Current,0,MEDIUM,38087.4
LOAN005236,700.0,0.517,0.615,1,21,Paid Off,0,Low,36057.58
LOAN005237,709.0,,,1,19,Current,0,Medium,5748.31
LOAN005238,673.0,0.874,0.549,1,20,Current,0,Medium,162521.33
LOAN005239,729.0,0.227,,1,15,Current,0,Low,3362.0
LOAN005240,678.0,0.494,,0,0,Current,0,Low,8700.83
LOAN005241,697.0,0.685,0.639,3,125,Defaulted,1,Medium,38740.81
LOAN005242,648.0,1.065,0.526,6,154,Defaulted,1,High,1018568.54
LOAN005243,642.0,0.392,,3,69,Current,0,Medium,61828.09
LOAN005244,629.0,1.03,0.636,2,77,Defaulted,1,High,851949.74
LOAN005245,673.0,0.465,,0,0,Current,0,Low,28219.39
LOAN005246,665.0,0.293,,1,13,Current,0,Low,3770.64
LOAN005247,652.0,0.145,0.649,0,0,Current,0,Low,1735.7
LOAN005248,636.0,0.738,,4,165,Defaulted,1,High,684715.75
LOAN005249,672.0,0.738,0.689,4,64,Late,0,Medium,215204.82
LOAN005250,614.0,1.162,0.536,4,52,Current,0,High,865174.97
LOAN005251,622.0,0.529,0.788,3,69,Late,0,Medium,306275.24
LOAN005252,792.0,0.286,,0,0,Paid Off,0,Low,8363.06
LOAN005253,729.0,0.476,0.837,0,0,Current,0,Low,32842.01
LOAN005254,664.0,0.482,,0,0,Current,0,Low,3863.92
LOAN005255,622.0,0.605,,4,179,Defaulted,1,High,23450.67
LOAN005256,648.0,0.479,0.526,3,63,Late,0,Medium,61712.54
LOAN005257,612.0,1.35,0.618,4,108,Defaulted,1,High,2470766.28
LOAN005258,665.0,0.88,0.567,5,120,Restructured,0,High,94265.49
LOAN005259,743.0,0.326,0.85,6,137,Written Off,1,Medium,18985.69
LOAN005260,682.0,0.542,,2,16,Paid Off,0,Medium,13352.51
LOAN005261,637.0,0.746,0.558,3,66,Restructured,0,Medium,262842.01
LOAN005262,664.0,0.229,,0,0,current,0,Low,5802.0
LOAN005263,717.0,0.198,0.552,0,0,Current,0,Low,3682.04
LOAN005264,628.0,0.815,0.523,1,23,Current,0,Medium,223153.0
LOAN005265,628.0,0.619,0.843,1,17,Current,0,Medium,292662.49
LOAN005266,650.0,0.857,0.846,3,60,Current,0,Medium,36510.1
LOAN005267,699.0,0.241,0.633,0,0,Current,0,Low,11520.22
LOAN005268,686.0,0.683,,0,0,Current,0,Medium,104468.26
LOAN005269,682.0,0.271,,0,0,Current,0,Low,4979.09
LOAN005270,669.0,0.581,0.534,0,0,Current,0,Low,21792.19
LOAN005271,560.0,1.214,0.606,2,114,Defaulted,1,High,842093.78
LOAN005272,,0.449,0.506,0,0,Current,0,Low,22068.96
LOAN005273,641.0,0.488,0.833,2,30,Current,0,Medium,478516.66
LOAN005274,733.0,0.331,0.659,0,0,Current,0,Low,4534.82
LOAN005275,723.0,0.268,,0,0,Current,0,Low,5814.93
LOAN005276,686.0,0.547,0.579,1,22,Current,0,Medium,3067.95
LOAN005277,672.0,0.401,,1,16,Current,0,Low,6618.85
LOAN005278,670.0,1.186,,3,86,Defaulted,1,High,1094942.81
LOAN005279,646.0,0.562,,1,14,Current,0,Medium,33192.61
LOAN005280,716.0,0.204,0.539,0,0,Current,0,Low,1887.88
LOAN005281,620.0,1.08,0.676,6,120,Defaulted,1,High,582035.29
LOAN005282,682.0,0.646,0.588,0,0,Current,0,Low,38261.24
LOAN005283,714.0,0.264,,1,11,Current,0,Low,2813.18
LOAN005284,700.0,0.663,0.599,8,166,Written Off,1,High,5136.15
LOAN005285,731.0,0.333,0.902,2,30,Current,0,Low,3621.75
LOAN005286,739.0,0.474,0.693,1,14,Current,0,Low,44727.46
LOAN005287,685.0,0.437,0.561,0,0,Current,0,Low,5623.44
LOAN005288,675.0,0.447,0.791,0,0,Current,0,Low,1709.42
LOAN005289,697.0,0.281,0.637,0,0,Current,0,Low,2356.67
LOAN005290,655.0,0.368,0.51,0,0,Current,0,Low,8184.94
LOAN005291,629.0,0.709,0.881,3,51,Current,0,Medium,41063.05
LOAN005292,745.0,0.785,,5,55,Paid Off,0,Medium,8499.06
LOAN005293,594.0,0.825,,3,33,Current,0,High,19131.06
LOAN005294,695.0,0.537,0.504,1,8,Current,0, LOW ,56048.26
LOAN005295,724.0,0.56,0.799,0,0,Paid Off,0,Low,75606.17
LOAN005296,689.0,0.576,0.508,0,0,Current,0,Low,42860.6
LOAN005297,642.0,0.877,0.521,4,36,Paid Off,0,High,145117.48
LOAN005298,638.0,0.746,0.882,7,180,Written Off,1,High,476601.84
