loan_id,customer_id,loan_type,loan_amount,loan_term_months,interest_rate,loan_start_date,collateral_type,collateral_value,monthly_loan_payment,loan_purpose
LOAN006702,CUST06158,Education Loan,704073.34,67,12.81,2019-05-07,Fixed Deposit,1186403.64,14764.42,Higher Education
LOAN006703,CUST11985,Auto Loan,433355.36,55,10.16,2024-08-04,Vehicle,668000.32,9888.31,Vehicle Purchase
LOAN006704,CUST07149,Home Loan,935254.05,249,8.49,2022-07-06,Property,1570249.41,7999.43,Home Purchase
LOAN006705,CUST04436,Home Loan,12138671.22,246,6.93,2025-12-04,Property,18874504.78,92547.97,Home Purchase
LOAN006706,CUST09679,Auto Loan,940230.71,67,10.86,2022-01-09,Vehicle,1775826.25,18776.69,Vehicle Purchase
LOAN006707,CUST02158,Personal Loan,301729.56,42,12.74,2019-12-18,Fixed Deposit,533281.43,8941.8,Personal Expense
LOAN006708,CUST08317,Home Loan,2918980.55,248,8.86,2020-07-19,Property,5618849.46,25697.42,Home Purchase
LOAN006709,CUST05311,Home Loan,5526732.46,250,7.71,2020-12-29,Property,10657612.45,44479.54,Home Purchase
LOAN006710,CUST02032,Home Loan,2971236.28,229,8.4,2023-12-11,Property,5634984.03,26077.17,Home Purchase
LOAN006711,CUST07775,Personal Loan,274287.43,44,13.42,2024-01-18,Unsecured,0.0,7926.91,Personal Expense
LOAN006712,CUST10505,Business Loan,1869056.33,78,11.83,2023-01-04,Business Asset,3514306.1,34456.69,Business Expansion
LOAN006713,CUST10797,Education Loan,507600.42,67,12.32,2021-03-09,Unsecured,0.0,10515.54,Higher Education
LOAN006714,CUST08613,Home Loan,3385146.57,246,8.3,2020-05-28,Property,4256965.01,28675.31,Home Purchase
LOAN006715,CUST08699,Education Loan,710598.7,78,11.91,2019-12-07,Unsecured,0.0,13130.05,Higher Education
LOAN006716,CUST14187,Personal Loan,305974.44,40,15.15,2023-11-20,Unsecured,0.0,9789.88,Personal Expense
LOAN006717,CUST14953,Home Loan,1766700.58,250,10.42,2020-05-26,Property,2789862.18,17337.36,Home Purchase
LOAN006718,CUST11775,Auto Loan,165538.68,68,8.68,2021-04-07,Vehicle,236077.21,3090.59,Vehicle Purchase
LOAN006719,CUST09117,Home Loan,2848596.34,237,9.1,2018-04-21,Property,4235200.86,25928.92,Home Purchase
LOAN006720,CUST13732,Auto Loan,969631.39,62,10.57,2024-02-07,Vehicle,1350770.03,20363.51,Vehicle Purchase
LOAN006721,CUST13045,Business Loan,3780324.87,85,12.73,2023-11-23,Business Asset,7282814.38,67719.49,Business Expansion
LOAN006722,CUST02324,Personal Loan,130552.15,29,15.81,2019-06-20,Unsecured,0.0,5445.68,Personal Expense
LOAN006723,CUST13162,Auto Loan,701330.32,57,12.24,2025-07-11,Vehicle,771903.8,16286.4,Vehicle Purchase
LOAN006724,CUST00146,Home Loan,1179047.55,244,9.55,2024-01-10,Property,1379803.51,10968.76,Home Purchase
LOAN006725,CUST14502,Auto Loan,499146.43,57,10.84,2019-03-02,Vehicle,949172.67,11242.69,Vehicle Purchase
LOAN006726,CUST06205,Home Loan,2012556.36,250,7.39,2021-02-04,Property,2264635.01,15798.29,Home Purchase
LOAN006727,CUST03307,Personal Loan,424645.06,47,15.59,2024-11-29,Fixed Deposit,638103.39,12129.2,Personal Expense
LOAN006728,CUST11937,Home Loan,3585137.26,234,6.53,2024-06-04,Property,7010849.92,27128.42,Home Purchase
LOAN006729,CUST14756,Business Loan,3190864.28,73,12.68,2022-09-23,Property,4078774.48,62934.5,Business Expansion
LOAN006730,CUST01666,Personal Loan,727608.41,29,13.66,2025-05-11,Unsecured,0.0,29599.94,Personal Expense
LOAN006731,CUST03306,Home Loan,3953070.85,252,8.79,2023-12-19,Property,7593092.23,34428.64,Home Purchase
LOAN006732,CUST09514,Business Loan,1852294.91,83,15.0,2022-02-18,Unsecured,0.0,35987.88,Business Expansion
LOAN006733,CUST12591,Home Loan,4628569.77,230,8.61,2022-09-08,Property,8332754.18,41159.37,Home Purchase
LOAN006734,CUST02426,Home Loan,3174928.51,248,9.08,2018-05-13,Property,5300203.77,28403.62,Home Purchase
LOAN006735,CUST05378,Home Loan,4766636.93,232,7.86,2020-04-12,Property,5602940.99,40021.69,Home Purchase
LOAN006736,CUST10012,Education Loan,228202.17,67,12.44,2022-02-22,Unsecured,0.0,4741.63,Higher Education
LOAN006737,CUST11999,Business Loan,4305094.86,81,11.56,2022-09-02,Unsecured,0.0,76798.36,Business Expansion
LOAN006738,CUST09739,Business Loan,1385855.85,92,11.76,2022-11-03,Property,1513938.81,22930.12,Business Expansion
LOAN006739,CUST07232,Home Loan,3794832.22,239,8.19,2021-12-05,Property,5981660.55,32245.15,Home Purchase
LOAN006740,CUST02141,Home Loan,4077684.76,235,10.16,2020-08-08,Property,6946261.83,40046.45,Home Purchase
LOAN006741,CUST08520,Home Loan,1187974.87,229,9.67,2020-12-31,Property,1294581.33,11384.91,Home Purchase
LOAN006742,CUST08291,Home Loan,1909136.29,235,9.45,2025-04-11,Property,2400597.77,17861.62,Home Purchase
LOAN006743,CUST02157,Auto Loan,399999.92,54,9.86,2018-11-15,Vehicle,690987.47,9201.77,Vehicle Purchase
LOAN006744,CUST06415,Home Loan,3983164.82,233,9.46,2022-10-02,Property,6877295.36,37402.86,Home Purchase
LOAN006745,CUST10375,Personal Loan,1006665.29,29,13.82,2021-11-29,Unsecured,0.0,41029.05,Personal Expense
LOAN006746,CUST02095,Business Loan,2532171.93,72,12.31,2021-05-17,Property,4573862.95,49913.6,Business Expansion
LOAN006747,CUST02537,Business Loan,2284742.39,92,11.3,2024-08-13,Property,4550475.17,37235.38,Business Expansion
LOAN006748,CUST05207,Education Loan,1600764.97,62,11.46,2023-03-17,Unsecured,0.0,34331.94,Higher Education
LOAN006749,CUST12150,Auto Loan,718743.38,72,10.37,2023-05-31,Vehicle,1123400.09,13449.82,Vehicle Purchase
LOAN006750,CUST00790,Personal Loan,244045.74,30,14.43,2022-12-18,Unsecured,0.0,9738.51,Personal Expense
LOAN006751,CUST07059,Home Loan,6407239.54,230,7.88,2025-07-27,Property,11445929.66,54075.05,Home Purchase
LOAN006752,CUST01477,Auto Loan,301181.33,69,12.3,2024-01-27,Vehicle,467316.68,6110.38,Vehicle Purchase
LOAN006753,CUST02565,Home Loan,4382662.97,235,8.47,2018-04-14,Property,7956520.67,38261.21,Home Purchase
LOAN006754,CUST00455,Personal Loan,125753.0,46,15.33,2022-11-05,Unsecured,0.0,3632.17,Personal Expense
LOAN006755,CUST12743,Home Loan,1367584.34,236,9.18,2018-04-16,Property,2205182.15,12537.51,Home Purchase
LOAN006756,CUST07545,Business Loan,2854473.47,95,11.47,2020-05-12,Property,5313199.29,45859.81,Business Expansion
LOAN006757,CUST12348,Personal Loan,195744.56,33,13.21,2023-09-07,Unsecured,0.0,7106.39,Personal Expense
LOAN006758,CUST11193,Personal Loan,431382.09,42,17.03,2020-01-29,Unsecured,0.0,13704.93,Personal Expense
LOAN006759,CUST11989,Home Loan,2455371.9,233,8.71,2022-07-30,Property,3673117.37,21878.89,Home Purchase
LOAN006760,CUST00265,Personal Loan,156577.18,28,13.08,2024-08-24,Unsecured,0.0,6518.92,Personal Expense
LOAN006761,CUST02637,Home Loan,6558123.07,229,8.45,2022-09-09,Property,11768566.91,57761.98,Home Purchase
LOAN006762,CUST01434,Auto Loan,798733.17,55,11.66,2024-11-10,Vehicle,1430759.06,18815.73,Vehicle Purchase
LOAN006763,CUST00500,Auto Loan,907755.98,61,8.72,2023-05-24,Vehicle,1477956.25,18475.42,Vehicle Purchase
LOAN006764,CUST05388,Auto Loan,520617.86,62,9.23,2024-07-03,Vehicle,794714.35,10589.46,Vehicle Purchase
LOAN006765,CUST13024,Home Loan,6281678.93,242,8.76,2018-04-23,Property,8020320.21,55382.85,Home Purchase
LOAN006766,CUST04040,Business Loan,1061044.71,87,11.63,2023-03-15,Unsecured,0.0,18107.34,Business Expansion
LOAN006767,CUST07748,Personal Loan,122144.98,31,14.19,2019-03-28,Unsecured,0.0,4729.36,Personal Expense
LOAN006768,CUST14043,Personal Loan,1026634.8,46,15.08,2022-10-28,Unsecured,0.0,29523.02,Personal Expense
LOAN006769,CUST12967,Auto Loan,520493.98,50,10.34,2021-01-05,Vehicle,897926.07,12856.97,Vehicle Purchase
LOAN006770,CUST02199,Home Loan,959499.47,230,9.31,2025-11-04,Property,1743948.22,8958.62,Home Purchase
LOAN006771,CUST00673,Education Loan,662890.31,65,11.63,2019-01-07,Fixed Deposit,934699.74,13793.37,Higher Education
LOAN006772,CUST13134,Auto Loan,149666.44,49,9.93,2021-07-20,Vehicle,284263.67,3727.85,Vehicle Purchase
LOAN006773,CUST11045,Auto Loan,529451.89,66,10.7,2023-07-25,Vehicle,878080.34,10647.37,Vehicle Purchase
LOAN006774,CUST11358,Personal Loan,363400.7,38,12.65,2023-07-08,Unsecured,0.0,11655.8,Personal Expense
LOAN006775,CUST03780,Home Loan,1382500.14,252,6.63,2020-06-23,Property,2523940.66,10177.05,Home Purchase
LOAN006776,CUST03700,Home Loan,1256657.69,238,8.8,2020-09-08,Property,2307502.24,11179.81,Home Purchase
LOAN006777,CUST12960,Home Loan,1738397.11,233,8.04,2022-04-09,Property,2835310.96,14762.07,Home Purchase
LOAN006778,CUST07688,Personal Loan,314002.64,47,14.02,2025-09-21,Unsecured,0.0,8720.24,Personal Expense
LOAN006779,CUST06160,Home Loan,1424334.0,236,7.64,2018-08-11,Property,1899959.54,11680.31,Home Purchase
LOAN006780,CUST11102,Home Loan,8132405.62,228,9.06,2020-10-28,Property,15721087.61,74875.41,Home Purchase
LOAN006781,CUST09995,Home Loan,2904739.96,238,8.55,2024-01-18,Property,4149715.93,25380.75,Home Purchase
LOAN006782,CUST12583,Home Loan,7072997.41,236,10.79,2024-10-22,Property,8386646.33,72346.89,Home Purchase
LOAN006783,CUST10125,Personal Loan,442472.8,40,13.42,2024-07-23,Fixed Deposit,607734.29,13780.56,Personal Expense
LOAN006784,CUST10017,Home Loan,4333641.25,246,6.93,2019-02-27,Property,6528904.79,33040.66,Home Purchase
LOAN006785,CUST05931,Personal Loan,302870.34,35,16.71,2019-06-14,Unsecured,0.0,10991.73,Personal Expense
LOAN006786,CUST03873,Personal Loan,340943.0,40,14.81,2023-07-05,Unsecured,0.0,10851.33,Personal Expense
LOAN006787,CUST12256,Auto Loan,889840.17,56,10.58,2025-03-25,Vehicle,1102789.07,20202.76,Vehicle Purchase
LOAN006788,CUST03630,Auto Loan,498421.78,67,10.62,2019-10-04,Vehicle,535638.96,9893.27,Vehicle Purchase
LOAN006789,CUST10006,Auto Loan,419657.86,72,10.29,2022-07-21,Vehicle,832101.59,7836.02,Vehicle Purchase
LOAN006790,CUST00310,Business Loan,326501.92,87,12.47,2020-07-25,Business Asset,457607.56,5719.75,Business Expansion
LOAN006791,CUST11305,Business Loan,647219.28,88,10.44,2021-10-25,Business Asset,1201518.72,10556.39,Business Expansion
LOAN006792,CUST02829,Personal Loan,106713.66,47,13.57,2018-09-05,Unsecured,0.0,2939.6,Personal Expense
LOAN006793,CUST06576,Business Loan,3580683.48,72,11.63,2019-12-20,Property,6516281.3,69316.01,Business Expansion
LOAN006794,CUST03390,Auto Loan,304660.8,67,9.79,2019-10-04,Vehicle,389647.67,5920.67,Vehicle Purchase
LOAN006795,CUST02151,Personal Loan,255244.72,44,14.76,2023-11-14,Unsecured,0.0,7546.43,Personal Expense
LOAN006796,CUST00380,Personal Loan,514790.71,33,14.93,2021-09-09,Unsecured,0.0,19116.17,Personal Expense
LOAN006797,CUST02185,Home Loan,1416508.03,247,9.55,2019-05-26,Property,1930139.07,13125.75,Home Purchase
LOAN006798,CUST08043,Home Loan,1541489.2,236,9.54,2023-04-06,Property,2286658.89,14490.96,Home Purchase
LOAN006799,CUST05884,Auto Loan,536239.61,66,9.51,2018-09-08,Vehicle,1065515.57,10465.52,Vehicle Purchase
LOAN006800,CUST08798,Personal Loan,543796.52,39,14.77,2025-06-04,Unsecured,0.0,17640.86,Personal Expense
LOAN006801,CUST01117,Home Loan,1042417.92,241,9.63,2019-08-22,Property,1695769.38,9791.95,Home Purchase
LOAN006802,CUST07446,Auto Loan,395488.51,67,8.55,2018-07-17,Vehicle,733415.29,7444.03,Vehicle Purchase
LOAN006803,CUST01744,Auto Loan,851877.62,60,9.16,2025-08-23,Vehicle,1158175.47,17749.8,Vehicle Purchase
LOAN006804,CUST10046,Home Loan,7511385.39,251,7.29,2023-09-04,Property,9664052.1,58402.22,Home Purchase
LOAN006805,CUST06482,Home Loan,1444704.22,249,7.69,2025-12-02,Property,2572491.08,11628.01,Home Purchase
LOAN006806,CUST13176,Personal Loan,159821.9,48,16.85,2021-08-05,Unsecured,0.0,4599.27,Personal Expense
LOAN006807,CUST03645,Personal Loan,248387.6,27,15.88,2020-08-02,Unsecured,0.0,11000.8,Personal Expense
LOAN006808,CUST11801,Home Loan,5492211.96,244,9.16,2024-03-03,Property,8073444.88,49695.28,Home Purchase
LOAN006809,CUST04733,Personal Loan,164218.55,35,14.34,2020-12-10,Fixed Deposit,267943.72,5768.94,Personal Expense
LOAN006810,CUST04313,Home Loan,2525112.68,230,8.38,2023-09-15,Property,2990876.92,22091.24,Home Purchase
LOAN006811,CUST03641,Home Loan,3188896.41,242,8.21,2023-02-15,Property,6232169.97,27003.07,Home Purchase
LOAN006812,CUST13182,Auto Loan,245589.92,48,9.44,2020-06-17,Vehicle,321365.48,6162.95,Vehicle Purchase
LOAN006813,CUST13782,Home Loan,2374190.54,240,9.4,2024-01-20,Property,4407215.98,21975.76,Home Purchase
LOAN006814,CUST05682,Personal Loan,519639.33,34,13.33,2018-07-16,Unsecured,0.0,18434.65,Personal Expense
LOAN006815,CUST09750,Personal Loan,350523.07,42,15.11,2022-03-03,Fixed Deposit,546895.85,10797.47,Personal Expense
LOAN006816,CUST06550,Home Loan,4104450.2,247,7.57,2021-01-26,Property,7142846.06,32839.68,Home Purchase
LOAN006817,CUST01749,Personal Loan,117718.42,28,13.93,2020-09-18,Unsecured,0.0,4948.58,Personal Expense
LOAN006818,CUST14945,Personal Loan,183458.43,28,12.43,2018-03-04,Unsecured,0.0,7581.75,Personal Expense
LOAN006819,CUST03998,Personal Loan,364319.53,29,13.92,2021-07-08,Unsecured,0.0,14866.09,Personal Expense
LOAN006820,CUST09439,Home Loan,1333854.44,240,7.35,2020-05-09,Property,1401125.28,10623.43,Home Purchase
LOAN006821,CUST10315,Personal Loan,446504.39,46,14.21,2019-04-23,Unsecured,0.0,12973.42,Personal Expense
LOAN006822,CUST01035,Home Loan,882241.34,243,9.93,2024-11-27,Property,948937.38,8439.85,Home Purchase
LOAN006823,CUST10811,Personal Loan,119718.93,26,17.36,2020-02-08,Unsecured,0.0,5557.54,Personal Expense
LOAN006824,CUST00765,Auto Loan,935737.6,57,10.08,2020-07-12,Vehicle,1651707.88,20726.53,Vehicle Purchase
LOAN006825,CUST03381,Education Loan,588215.97,77,11.24,2019-06-01,Unsecured,0.0,10756.51,Higher Education
LOAN006826,CUST13564,Home Loan,4489872.49,232,6.72,2022-12-04,Property,8389276.47,34620.24,Home Purchase
LOAN006827,CUST01239,Home Loan,2038353.18,238,7.85,2019-11-09,Property,2755652.78,16918.53,Home Purchase
LOAN006828,CUST07625,Personal Loan,273317.08,28,13.91,2024-12-08,Unsecured,0.0,11486.94,Personal Expense
LOAN006829,CUST09670,Home Loan,2453903.2,242,8.99,2021-08-13,Property,3680034.72,21997.4,Home Purchase
LOAN006830,CUST07041,Personal Loan,210957.7,40,14.18,2018-11-29,Fixed Deposit,365364.73,6648.71,Personal Expense
LOAN006831,CUST13213,Home Loan,3172390.46,249,8.59,2023-10-04,Property,4766953.25,27337.26,Home Purchase
LOAN006832,CUST02490,Home Loan,907923.87,248,6.68,2018-06-05,Property,1497595.68,6760.53,Home Purchase
LOAN006833,CUST05335,Home Loan,3051840.73,250,6.92,2025-01-12,Property,4428206.39,23081.03,Home Purchase
LOAN006834,CUST14541,Business Loan,7304235.21,88,10.64,2022-04-18,Property,9661450.17,119903.2,Business Expansion
LOAN006835,CUST05082,Personal Loan,273021.36,39,17.41,2020-12-14,Unsecured,0.0,9216.21,Personal Expense
LOAN006836,CUST00088,Personal Loan,511942.67,38,13.22,2019-12-20,Unsecured,0.0,16561.32,Personal Expense
LOAN006837,CUST08927,Business Loan,1892451.49,89,12.46,2021-04-09,Unsecured,0.0,32683.33,Business Expansion
LOAN006838,CUST11386,Home Loan,1638728.27,238,6.5,2025-11-23,Property,2216276.69,12268.08,Home Purchase
LOAN006839,CUST02544,Home Loan,2015330.07,243,7.88,2019-08-29,Property,3912229.48,16622.02,Home Purchase
LOAN006840,CUST02011,Home Loan,1989968.27,228,8.38,2024-11-11,Property,2875723.71,17471.37,Home Purchase
LOAN006841,CUST03140,Home Loan,2559229.36,234,10.36,2023-06-10,Property,2769678.54,25507.12,Home Purchase
LOAN006842,CUST09966,Business Loan,1407919.58,79,12.0,2024-12-27,Business Asset,1555214.67,25863.24,Business Expansion
LOAN006843,CUST06578,Business Loan,1740994.54,88,13.3,2023-03-16,Unsecured,0.0,31077.26,Business Expansion
LOAN006844,CUST11621,Business Loan,1826203.23,85,12.29,2024-11-04,Business Asset,2509099.92,32279.61,Business Expansion
LOAN006845,CUST14204,Business Loan,1952388.9,83,11.48,2021-08-26,Business Asset,3824519.55,34191.44,Business Expansion
LOAN006846,CUST10049,Personal Loan,330664.29,45,13.66,2020-02-02,Unsecured,0.0,9430.95,Personal Expense
LOAN006847,CUST04212,Auto Loan,147529.47,61,9.48,2020-06-30,Vehicle,292428.7,3057.24,Vehicle Purchase
LOAN006848,CUST08410,Personal Loan,460921.53,48,14.82,2018-09-26,Unsecured,0.0,12785.77,Personal Expense
LOAN006849,CUST02636,Business Loan,1658084.99,78,12.92,2024-08-31,Property,2444795.82,31526.21,Business Expansion
LOAN006850,CUST03855,Home Loan,4700185.94,251,9.82,2022-07-16,Property,8271850.56,44174.77,Home Purchase
LOAN006851,CUST04036,Education Loan,473769.28,67,12.68,2021-01-21,Unsecured,0.0,9902.96,Higher Education
LOAN006852,CUST10229,Auto Loan,352074.04,48,11.54,2020-03-16,Vehicle,452633.33,9192.14,Vehicle Purchase
LOAN006853,CUST03297,Business Loan,1720683.15,87,12.2,2018-08-08,Business Asset,3352900.54,29891.8,Business Expansion
LOAN006854,CUST10582,Auto Loan,616774.24,57,10.47,2022-11-19,Vehicle,1153242.9,13779.57,Vehicle Purchase
LOAN006855,CUST03105,Home Loan,3266032.01,243,8.52,2021-09-13,Property,6506178.67,28251.8,Home Purchase
LOAN006856,CUST03428,Business Loan,3753882.99,95,12.15,2018-04-02,Business Asset,5284484.82,61704.27,Business Expansion
LOAN006857,CUST00591,Education Loan,246701.96,71,11.01,2019-10-20,Unsecured,0.0,4743.8,Higher Education
LOAN006858,CUST08770,Home Loan,4926747.86,228,7.46,2025-02-02,Property,8310138.24,40481.51,Home Purchase
LOAN006859,CUST04335,Business Loan,2909197.46,91,12.08,2018-05-14,Unsecured,0.0,48967.08,Business Expansion
LOAN006860,CUST01944,Home Loan,1640169.35,236,7.28,2019-06-02,Property,1838785.22,13091.37,Home Purchase
LOAN006861,CUST07033,Home Loan,3181937.0,243,8.82,2018-04-29,Property,5417960.31,28133.99,Home Purchase
LOAN006862,CUST08711,Business Loan,2122312.28,84,11.88,2023-08-25,Business Asset,4051568.17,37328.55,Business Expansion
LOAN006863,CUST14446,Business Loan,2377899.3,73,12.34,2022-01-27,Business Asset,2751252.27,46475.44,Business Expansion
LOAN006864,CUST06971,Home Loan,1867231.97,252,8.67,2025-03-27,Property,2294998.38,16117.51,Home Purchase
LOAN006865,CUST10339,Personal Loan,407886.11,47,12.41,2025-11-23,Unsecured,0.0,11001.66,Personal Expense
LOAN006866,CUST03219,Auto Loan,532708.89,55,9.69,2024-04-24,Vehicle,787187.34,12033.53,Vehicle Purchase
LOAN006867,CUST12666,Personal Loan,903850.86,31,13.45,2023-06-19,Unsecured,0.0,34676.03,Personal Expense
LOAN006868,CUST08827,Home Loan,2075977.9,244,8.83,2024-02-03,Property,3412681.67,18341.54,Home Purchase
LOAN006869,CUST12023,Home Loan,6033033.83,250,10.77,2019-05-04,Property,9350973.53,60642.97,Home Purchase
LOAN006870,CUST01095,Auto Loan,1221153.11,57,9.24,2024-11-11,Vehicle,1983759.25,26549.06,Vehicle Purchase
LOAN006871,CUST14695,Home Loan,2691861.77,231,7.9,2025-06-02,Property,3991556.86,22709.29,Home Purchase
LOAN006872,CUST13965,Business Loan,2927240.8,88,11.01,2021-10-30,Unsecured,0.0,48624.93,Business Expansion
LOAN006873,CUST05184,Auto Loan,1027568.63,57,9.77,2018-10-15,Vehicle,1397781.29,22604.96,Vehicle Purchase
LOAN006874,CUST02131,Home Loan,1778124.96,250,7.64,2023-07-06,Property,2516816.02,14233.03,Home Purchase
LOAN006875,CUST02014,Home Loan,2017257.99,229,8.93,2022-02-21,Property,2363998.11,18376.05,Home Purchase
LOAN006876,CUST13363,Personal Loan,217757.38,45,13.8,2019-04-23,Unsecured,0.0,6225.84,Personal Expense
LOAN006877,CUST12876,Personal Loan,229320.02,32,16.25,2021-07-26,Unsecured,0.0,8878.39,Personal Expense
LOAN006878,CUST07311,Personal Loan,770724.83,31,14.78,2022-08-16,Fixed Deposit,1176763.92,30060.75,Personal Expense
LOAN006879,CUST00939,Home Loan,2051815.38,250,9.16,2018-09-27,Property,3707068.86,18413.24,Home Purchase
LOAN006880,CUST06889,Home Loan,1146874.3,236,9.14,2020-07-26,Property,1445834.6,10484.61,Home Purchase
LOAN006881,CUST13419,Home Loan,4472951.97,233,10.73,2019-06-19,Property,5312955.38,45743.99,Home Purchase
LOAN006882,CUST13391,Home Loan,4924223.21,228,10.04,2019-01-16,Property,9659909.69,48448.08,Home Purchase
LOAN006883,CUST04572,Home Loan,10524184.05,241,7.66,2018-08-23,Property,18320375.88,85663.98,Home Purchase
LOAN006884,CUST02862,Home Loan,6414895.56,233,8.86,2025-05-23,Property,11958507.21,57770.31,Home Purchase
LOAN006885,CUST14298,Home Loan,4585022.67,251,8.46,2025-06-13,Property,5316743.91,39014.21,Home Purchase
LOAN006886,CUST00713,Business Loan,3068816.87,72,13.75,2019-04-12,Unsecured,0.0,62825.16,Business Expansion
LOAN006887,CUST08622,Personal Loan,58483.96,38,14.22,2023-01-08,Unsecured,0.0,1920.44,Personal Expense
LOAN006888,CUST09611,Auto Loan,1979335.03,55,11.23,2021-01-29,Vehicle,3174333.9,46205.05,Vehicle Purchase
LOAN006889,CUST00099,Auto Loan,386615.21,71,9.58,2019-08-25,Vehicle,582467.01,7154.68,Vehicle Purchase
LOAN006890,CUST06470,Personal Loan,1325187.06,45,15.55,2018-06-20,Unsecured,0.0,39049.6,Personal Expense
LOAN006891,CUST13683,Home Loan,1451470.38,241,10.0,2025-07-07,Property,1851989.75,13988.73,Home Purchase
LOAN006892,CUST10548,Auto Loan,182571.36,72,10.73,2023-10-23,Vehicle,327733.08,3449.88,Vehicle Purchase
LOAN006893,CUST11938,Home Loan,2838497.66,252,7.52,2020-10-25,Property,3223725.27,22435.65,Home Purchase
LOAN006894,CUST03348,Personal Loan,1188808.57,30,14.07,2018-02-25,Unsecured,0.0,47233.58,Personal Expense
LOAN006895,CUST09569,Personal Loan,478910.05,31,13.07,2025-05-26,Unsecured,0.0,18286.45,Personal Expense
LOAN006896,CUST09993,Business Loan,2998045.3,87,11.77,2018-05-14,Property,3682070.73,51388.21,Business Expansion
LOAN006897,CUST14179,Business Loan,1426131.05,81,13.48,2019-06-01,Business Asset,2221917.45,26907.16,Business Expansion
LOAN006898,CUST12080,Business Loan,1383128.39,87,11.45,2020-01-09,Business Asset,2596261.81,23470.88,Business Expansion
LOAN006899,CUST12829,Business Loan,1062264.08,90,13.7,2024-10-07,Property,1171594.73,18948.95,Business Expansion
LOAN006900,CUST01452,Personal Loan,2299954.38,25,14.44,2024-11-15,Unsecured,0.0,107077.31,Personal Expense
LOAN006901,CUST08927,Personal Loan,655064.56,39,15.18,2025-12-08,Unsecured,0.0,21383.02,Personal Expense
LOAN006902,CUST03697,Education Loan,688217.23,73,9.96,2024-04-02,Unsecured,0.0,12608.31,Higher Education
LOAN006903,CUST02761,Home Loan,583392.6,251,7.97,2024-12-07,Property,715789.97,4782.66,Home Purchase
LOAN006904,CUST03362,Personal Loan,425975.23,43,13.39,2023-09-15,Unsecured,0.0,12526.44,Personal Expense
LOAN006905,CUST14737,Business Loan,4560591.9,96,11.98,2021-04-08,Property,6650678.56,74072.47,Business Expansion
LOAN006906,CUST08727,Home Loan,3278716.72,251,9.26,2024-06-13,Property,4752341.19,29599.44,Home Purchase
LOAN006907,CUST01351,Business Loan,1762381.36,82,12.45,2021-01-03,Business Asset,2244281.66,32428.4,Business Expansion
LOAN006908,CUST00747,Home Loan,3775361.11,252,7.58,2020-12-21,Property,6003101.31,29981.28,Home Purchase
LOAN006909,CUST12595,Business Loan,2772266.1,95,11.62,2020-05-01,Business Asset,3938182.71,44765.16,Business Expansion
LOAN006910,CUST03276,Business Loan,2271312.8,82,12.9,2019-02-14,Business Asset,3095204.76,41817.44,Business Expansion
LOAN006911,CUST05102,Home Loan,5719406.95,241,7.16,2019-09-29,Property,7784050.06,44809.59,Home Purchase
LOAN006912,CUST09673,Personal Loan,170184.42,33,13.28,2018-10-05,Unsecured,0.0,6184.15,Personal Expense
LOAN006913,CUST06921,Personal Loan,157283.96,31,14.23,2020-02-01,Unsecured,0.0,6092.94,Personal Expense
LOAN006914,CUST01319,Home Loan,2599576.69,241,9.77,2025-08-01,Property,4027233.87,24658.45,Home Purchase
LOAN006915,CUST06530,Auto Loan,890276.25,49,7.91,2025-05-10,Vehicle,1452057.91,21320.09,Vehicle Purchase
LOAN006916,CUST14986,Home Loan,3517107.37,239,8.25,2024-11-02,Property,4269240.91,30017.46,Home Purchase
LOAN006917,CUST11774,Home Loan,947607.09,239,8.36,2025-11-04,Property,1275095.08,8153.02,Home Purchase
LOAN006918,CUST00527,Education Loan,367423.6,75,11.06,2022-02-23,Unsecured,0.0,6807.4,Higher Education
LOAN006919,CUST12846,Home Loan,9490679.61,247,9.67,2022-12-07,Property,16758913.72,88695.43,Home Purchase
LOAN006920,CUST12477,Personal Loan,182404.05,37,14.66,2019-04-22,Unsecured,0.0,6157.23,Personal Expense
LOAN006921,CUST10532,Education Loan,436847.49,70,9.61,2020-12-20,Unsecured,0.0,8176.78,Higher Education
LOAN006922,CUST11515,Education Loan,887262.48,65,11.23,2021-04-06,Unsecured,0.0,18282.02,Higher Education
LOAN006923,CUST03692,Personal Loan,962122.42,29,12.57,2025-03-08,Unsecured,0.0,38642.63,Personal Expense
LOAN006924,CUST09924,Personal Loan,89596.71,34,14.88,2025-06-23,Unsecured,0.0,3245.68,Personal Expense
LOAN006925,CUST02474,Personal Loan,316806.14,29,13.64,2022-11-27,Unsecured,0.0,12885.02,Personal Expense
LOAN006926,CUST14699,Education Loan,124136.98,67,11.56,2025-01-12,Unsecured,0.0,2523.2,Higher Education
LOAN006927,CUST06148,Personal Loan,151928.99,38,14.52,2022-11-16,Unsecured,0.0,5011.22,Personal Expense
LOAN006928,CUST12893,Auto Loan,542344.41,62,9.41,2025-06-06,Vehicle,922132.08,11079.15,Vehicle Purchase
LOAN006929,CUST05373,Home Loan,1227801.37,252,8.96,2018-05-30,Property,1748110.93,10828.9,Home Purchase
LOAN006930,CUST13783,Business Loan,3079988.1,84,12.99,2019-04-14,Property,4998571.03,56014.29,Business Expansion
LOAN006931,CUST08114,Auto Loan,284620.46,66,8.74,2021-01-01,Vehicle,420976.42,5447.03,Vehicle Purchase
